Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Genevieve LaCaze,F,26.0,164.0,53.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,"5,000 metres",
Genevieve LaCaze,F,26.0,164.0,53.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,"3,000 metres Steeplechase",
Mark Daniel Ladbrook,M,24.0,188.0,75.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,400 metres,
Mark Daniel Ladbrook,M,24.0,188.0,75.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,4 x 400 metres Relay,
Jodi Louise Lambert,F,25.0,168.0,60.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,4 x 100 metres Relay,
Regan Lamble,F,20.0,174.0,55.0,Australia,AUS,2012 Summer,2012,London,Athletics,20 kilometres Walk,
Regan Lamble,F,24.0,174.0,55.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,20 kilometres Walk,
Jennifer Frances Lamy (-Frank),F,19.0,173.0,60.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,200 metres,Bronze
Jennifer Frances Lamy (-Frank),F,19.0,173.0,60.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,4 x 100 metres Relay,
"Suzanne Ciscele ""Suzie"" Landells (-Dill-Macky)",F,19.0,162.0,57.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,400 metres Individual Medley,Silver
John Michael Landy,M,22.0,182.0,69.0,Australia,AUS,1952 Summer,1952,Helsinki,Athletics,"1,500 metres",
John Michael Landy,M,22.0,182.0,69.0,Australia,AUS,1952 Summer,1952,Helsinki,Athletics,"5,000 metres",
John Michael Landy,M,26.0,182.0,69.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,"1,500 metres",Bronze
Denise June Langford,F,14.0,162.0,49.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,400 metres Freestyle,
Denise June Langford,F,14.0,162.0,49.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,800 metres Freestyle,
Fabrice Lapierre,M,24.0,179.0,69.0,Australia,AUS,2008 Summer,2008,Beijing,Athletics,Long Jump,
Fabrice Lapierre,M,32.0,179.0,69.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,Long Jump,
"Mitchell James ""Mitch"" Larkin",M,19.0,187.0,72.0,Australia,AUS,2012 Summer,2012,London,Swimming,200 metres Backstroke,
"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,100 metres Backstroke,
"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,200 metres Backstroke,Silver
"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 100 metres Medley Relay,Bronze
Peter Anthony Larkins,M,22.0,178.0,63.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,"3,000 metres Steeplechase",
Rosemary Lassig (-Lluka),F,19.0,165.0,63.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,200 metres Breaststroke,
Rosemary Lassig (-Lluka),F,19.0,165.0,63.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,4 x 100 metres Medley Relay,Silver
"Jennifer ""Jenny"" Laurendet (Low-)",F,26.0,164.0,50.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,400 metres Hurdles,
Andrew George Lauterstein,M,21.0,190.0,90.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 100 metres Freestyle Relay,Bronze
Andrew George Lauterstein,M,21.0,190.0,90.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,100 metres Butterfly,Bronze
Andrew George Lauterstein,M,21.0,190.0,90.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 100 metres Medley Relay,Silver
Allan Cleave Evan Lawrence,M,26.0,171.0,61.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,"5,000 metres",
Allan Cleave Evan Lawrence,M,26.0,171.0,61.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,"10,000 metres",Bronze
Allan Cleave Evan Lawrence,M,30.0,171.0,61.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,"5,000 metres",
Allan Cleave Evan Lawrence,M,30.0,171.0,61.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,"10,000 metres",
Allan Cleave Evan Lawrence,M,30.0,171.0,61.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,Marathon,
Matson Lawson,M,20.0,185.0,85.0,Australia,AUS,2012 Summer,2012,London,Swimming,200 metres Backstroke,
"Robert William ""Bob"" Lay",M,20.0,170.0,65.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,100 metres,
"Robert William ""Bob"" Lay",M,20.0,170.0,65.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,200 metres,
"Robert William ""Bob"" Lay",M,20.0,170.0,65.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,4 x 100 metres Relay,
Drue Evelyn Le Guier (-Thomas),F,17.0,169.0,69.0,Australia,AUS,1976 Summer,1976,Montreal,Swimming,100 metres Freestyle,
Drue Evelyn Le Guier (-Thomas),F,17.0,169.0,69.0,Australia,AUS,1976 Summer,1976,Montreal,Swimming,4 x 100 metres Freestyle Relay,
David Francis Lean,M,21.0,182.0,65.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,400 metres Hurdles,
David Francis Lean,M,21.0,182.0,65.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,4 x 400 metres Relay,Silver
"Rebecca ""Beki"" Lee (-Smith)",F,25.0,160.0,47.0,Australia,AUS,2012 Summer,2012,London,Athletics,20 kilometres Walk,
Meskerem Legesse,F,17.0,167.0,49.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,"1,500 metres",
Justin William Lemberg,M,17.0,183.0,78.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,200 metres Freestyle,
Justin William Lemberg,M,17.0,183.0,78.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,400 metres Freestyle,Bronze
Justin William Lemberg,M,17.0,183.0,78.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,"1,500 metres Freestyle",
Justin William Lemberg,M,17.0,183.0,78.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,4 x 200 metres Freestyle Relay,
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,19.0,167.0,60.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,50 metres Freestyle,Bronze
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,19.0,167.0,60.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,100 metres Freestyle,
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,19.0,167.0,60.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,4 x 100 metres Freestyle Relay,Gold
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,50 metres Freestyle,
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,100 metres Freestyle,Silver
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 100 metres Freestyle Relay,Bronze
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,100 metres Butterfly,Gold
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23.0,167.0,60.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 100 metres Medley Relay,Gold
"Lisbeth Constance ""Libby"" Lenton-Trickett",F,27.0,167.0,60.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 100 metres Freestyle Relay,Gold
Alison Jane Lever,F,27.0,181.0,90.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,Discus Throw,
"Gregory David ""Greg"" Lewis",M,21.0,177.0,76.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,100 metres,
"Gregory David ""Greg"" Lewis",M,21.0,177.0,76.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,200 metres,
Hayley Jane Lewis (-Taylor),F,18.0,171.0,64.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,400 metres Freestyle,Bronze
Hayley Jane Lewis (-Taylor),F,18.0,171.0,64.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,800 metres Freestyle,Silver
Hayley Jane Lewis (-Taylor),F,18.0,171.0,64.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,200 metres Butterfly,
Hayley Jane Lewis (-Taylor),F,18.0,171.0,64.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,400 metres Individual Medley,
Hayley Jane Lewis (-Taylor),F,22.0,171.0,64.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,400 metres Freestyle,
Hayley Jane Lewis (-Taylor),F,22.0,171.0,64.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,800 metres Freestyle,
Hayley Jane Lewis (-Taylor),F,26.0,171.0,64.0,Australia,AUS,2000 Summer,2000,Sydney,Swimming,800 metres Freestyle,
"Susanne Leonie ""Sue"" Lewis (-Hooper)",F,17.0,168.0,53.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,100 metres Backstroke,
"Susanne Leonie ""Sue"" Lewis (-Hooper)",F,17.0,168.0,53.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,200 metres Backstroke,
"Susanne Leonie ""Sue"" Lewis (-Hooper)",F,17.0,168.0,53.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,4 x 100 metres Medley Relay,
Tamsyn Carolyn Lewis (-Manou),F,22.0,173.0,60.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,800 metres,
Tamsyn Carolyn Lewis (-Manou),F,22.0,173.0,60.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,4 x 400 metres Relay,
Tamsyn Carolyn Lewis (-Manou),F,26.0,173.0,60.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,800 metres,
Tamsyn Carolyn Lewis (-Manou),F,30.0,173.0,60.0,Australia,AUS,2008 Summer,2008,Beijing,Athletics,400 metres,
Tamsyn Carolyn Lewis (-Manou),F,30.0,173.0,60.0,Australia,AUS,2008 Summer,2008,Beijing,Athletics,800 metres,
Lisa Gaye Lightfoot (-O'Connell),F,29.0,167.0,53.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,800 metres,
Feyisa Lilesa,M,26.0,175.0,67.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,Marathon,Silver
"Mervyn George ""Merv"" Lincoln",M,23.0,178.0,66.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,"1,500 metres",
"Mervyn George ""Merv"" Lincoln",M,26.0,178.0,66.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,"1,500 metres",
Nicole Dawn Livingstone-Stevenson (-Clayton),F,17.0,174.0,65.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,100 metres Backstroke,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,17.0,174.0,65.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,200 metres Backstroke,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,17.0,174.0,65.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,4 x 100 metres Medley Relay,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,21.0,174.0,65.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,200 metres Freestyle,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,21.0,174.0,65.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,4 x 100 metres Freestyle Relay,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,21.0,174.0,65.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,100 metres Backstroke,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,21.0,174.0,65.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,200 metres Backstroke,Bronze
Nicole Dawn Livingstone-Stevenson (-Clayton),F,21.0,174.0,65.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,4 x 100 metres Medley Relay,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,25.0,174.0,65.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 200 metres Freestyle Relay,Bronze
Nicole Dawn Livingstone-Stevenson (-Clayton),F,25.0,174.0,65.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,100 metres Backstroke,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,25.0,174.0,65.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,200 metres Backstroke,
Nicole Dawn Livingstone-Stevenson (-Clayton),F,25.0,174.0,65.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,Silver
Andrew Lloyd,M,29.0,174.0,56.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,"5,000 metres",
Andrew Lloyd,M,29.0,174.0,56.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,"10,000 metres",
Michelle Maree Lock (-Giles),F,25.0,168.0,58.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,400 metres,
Michelle Maree Lock (-Giles),F,25.0,168.0,58.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,4 x 400 metres Relay,
Scott Matthew Logan,M,19.0,182.0,83.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Freestyle Relay,
Karen Maree Lord,F,18.0,182.0,66.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,100 metres Backstroke,
Karen Maree Lord,F,18.0,182.0,66.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,200 metres Backstroke,
"Kenneth John ""Ken"" Lorraway",M,24.0,181.0,78.0,Australia,AUS,1980 Summer,1980,Moskva,Athletics,Triple Jump,
"Kenneth John ""Ken"" Lorraway",M,28.0,181.0,78.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,Triple Jump,
Robyn Eona Lorraway (Strong-),F,23.0,168.0,54.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,Long Jump,
Adam Lucas,M,20.0,184.0,74.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,200 metres Individual Medley,
Gail Patricia Luke (-Millar),F,29.0,173.0,61.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,400 metres Hurdles,
Donna MacFarlane (Tyberek-),F,31.0,176.0,58.0,Australia,AUS,2008 Summer,2008,Beijing,Athletics,"3,000 metres Steeplechase",
Cameron Mackenzie,M,26.0,188.0,77.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,4 x 400 metres Relay,
Linda June MacKenzie (-Single),F,20.0,161.0,52.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,200 metres Freestyle,
Linda June MacKenzie (-Single),F,20.0,161.0,52.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,400 metres Freestyle,
Linda June MacKenzie (-Single),F,20.0,161.0,52.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,800 metres Freestyle,
Linda June MacKenzie (-Single),F,20.0,161.0,52.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,4 x 200 metres Freestyle Relay,
Linda June MacKenzie (-Single),F,24.0,161.0,52.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,200 metres Freestyle,
Linda June MacKenzie (-Single),F,24.0,161.0,52.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,400 metres Freestyle,
Linda June MacKenzie (-Single),F,24.0,161.0,52.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 200 metres Freestyle Relay,Gold
Lisa Maree Mackie,F,16.0,179.0,72.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,4 x 100 metres Freestyle Relay,
Lisa Maree Mackie,F,20.0,179.0,72.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Freestyle Relay,
Lisa Maree Mackie,F,20.0,179.0,72.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 200 metres Freestyle Relay,Bronze
"Donald Robertson Thomson ""Don"" MacMillan",M,24.0,190.0,85.0,Australia,AUS,1952 Summer,1952,Helsinki,Athletics,800 metres,
"Donald Robertson Thomson ""Don"" MacMillan",M,24.0,190.0,85.0,Australia,AUS,1952 Summer,1952,Helsinki,Athletics,"1,500 metres",
"Donald Robertson Thomson ""Don"" MacMillan",M,28.0,190.0,85.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,800 metres,
James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012 Summer,2012,London,Swimming,50 metres Freestyle,
James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012 Summer,2012,London,Swimming,100 metres Freestyle,Silver
James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 100 metres Freestyle Relay,
James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 100 metres Medley Relay,Bronze
James Magnussen,M,25.0,198.0,94.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 100 metres Freestyle Relay,Bronze
Travis Mahoney,M,26.0,190.0,81.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,200 metres Individual Medley,
Travis Mahoney,M,26.0,190.0,81.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,400 metres Individual Medley,
"Suzanne Frances ""Sue"" Malaxos",F,34.0,168.0,54.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,Marathon,
Anne Patricia Manning (-Pembroke),F,36.0,164.0,50.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,10 kilometres Walk,
"Rodney John ""Rod"" Mapstone",M,26.0,176.0,76.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,100 metres,
"Rodney John ""Rod"" Mapstone",M,26.0,176.0,76.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,4 x 100 metres Relay,
Dmitri Markov,M,25.0,182.0,82.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,Pole Vault,
Dmitri Markov,M,29.0,182.0,82.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,Pole Vault,
Kurtis Marschall,M,19.0,187.0,78.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,Pole Vault,
Andrew Martin,M,20.0,194.0,105.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,Javelin Throw,
"Frederick George ""Fred"" Martin",M,17.0,181.0,76.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,100 metres,
"Frederick George ""Fred"" Martin",M,17.0,181.0,76.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,200 metres,
Neil William Martin,M,17.0,178.0,68.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,100 metres Backstroke,
Neil William Martin,M,17.0,178.0,68.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,200 metres Backstroke,
Neil William Martin,M,17.0,178.0,68.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,200 metres Individual Medley,
Neil William Martin,M,17.0,178.0,68.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,400 metres Individual Medley,
Scott Martin,M,25.0,190.0,135.0,Australia,AUS,2008 Summer,2008,Beijing,Athletics,Shot Put,
Scott Martin,M,29.0,190.0,135.0,Australia,AUS,2012 Summer,2012,London,Athletics,Discus Throw,
Lisa Frances Martin-Ondieki (-O'Dea),F,24.0,168.0,47.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,Marathon,
Lisa Frances Martin-Ondieki (-O'Dea),F,28.0,168.0,47.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,Marathon,Silver
Lisa Frances Martin-Ondieki (-O'Dea),F,32.0,168.0,47.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,Marathon,
Lisa Frances Martin-Ondieki (-O'Dea),F,36.0,168.0,47.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,Marathon,
Michele Mary Mason-Brown,F,17.0,171.0,55.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,High Jump,
Michele Mary Mason-Brown,F,25.0,171.0,55.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,High Jump,Silver
Wohib Masresha,M,22.0,173.0,53.0,Ethiopia,ETH,1968 Summer,1968,Mexico City,Athletics,"5,000 metres",
Wohib Masresha,M,22.0,173.0,53.0,Ethiopia,ETH,1968 Summer,1968,Mexico City,Athletics,"10,000 metres",
Wohib Masresha,M,26.0,173.0,53.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,"10,000 metres",
Luke Mathews,M,21.0,183.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,800 metres,
Luke Mathews,M,21.0,183.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,"1,500 metres",
Marlene Judith Mathews-Willard (-O'Shea),F,22.0,170.0,64.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,100 metres,Bronze
Marlene Judith Mathews-Willard (-O'Shea),F,22.0,170.0,64.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,200 metres,Bronze
Marlene Judith Mathews-Willard (-O'Shea),F,26.0,170.0,64.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,100 metres,
Marlene Judith Mathews-Willard (-O'Shea),F,26.0,170.0,64.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,4 x 100 metres Relay,
Antony Matkovich,M,27.0,196.0,92.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,4 x 200 metres Freestyle Relay,Silver
"Pamela Mary ""Pam"" Matthews",F,22.0,165.0,75.0,Australia,AUS,1980 Summer,1980,Moskva,Athletics,Javelin Throw,
"Philip John ""Phil"" May",M,24.0,196.0,82.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,Triple Jump,
Ian Robert McAdam,M,20.0,184.0,78.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,100 metres Breaststroke,
Ian Robert McAdam,M,20.0,184.0,78.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,200 metres Breaststroke,
Ian Robert McAdam,M,20.0,184.0,78.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,4 x 100 metres Medley Relay,
Andrew McCabe,M,21.0,188.0,83.0,Australia,AUS,2012 Summer,2012,London,Athletics,4 x 100 metres Relay,
Kerryn Anne McCann (Hindmarsh-),F,29.0,162.0,47.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,Marathon,
Kerryn Anne McCann (Hindmarsh-),F,33.0,162.0,47.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,Marathon,
Kerryn Anne McCann (Hindmarsh-),F,37.0,162.0,47.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,Marathon,
"Kristopher James ""Kris"" McCarthy",M,21.0,189.0,80.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,800 metres,
"Lynette Velma ""Lyn"" McClements (-McKenzie)",F,17.0,177.0,66.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,100 metres Butterfly,Gold
"Lynette Velma ""Lyn"" McClements (-McKenzie)",F,17.0,177.0,66.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,200 metres Butterfly,
"Lynette Velma ""Lyn"" McClements (-McKenzie)",F,17.0,177.0,66.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,4 x 100 metres Medley Relay,Silver
Julie Maree McDonald (-Dyring),F,16.0,173.0,65.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,200 metres Freestyle,
Julie Maree McDonald (-Dyring),F,16.0,173.0,65.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,4 x 100 metres Freestyle Relay,
Julie Maree McDonald,F,18.0,174.0,66.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,800 metres Freestyle,Bronze
Julie Maree McDonald,F,22.0,174.0,66.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,400 metres Freestyle,
Julie Maree McDonald,F,22.0,174.0,66.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,800 metres Freestyle,
Sam McEntee,M,24.0,191.0,67.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,"5,000 metres",
Cameron McEvoy,M,18.0,185.0,70.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 100 metres Freestyle Relay,
Cameron McEvoy,M,18.0,185.0,70.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 200 metres Freestyle Relay,
Cameron McEvoy,M,22.0,185.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,50 metres Freestyle,
Cameron McEvoy,M,22.0,185.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,100 metres Freestyle,
Cameron McEvoy,M,22.0,185.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 100 metres Freestyle Relay,Bronze
Cameron McEvoy,M,22.0,185.0,70.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 100 metres Medley Relay,Bronze
"Gerard Michael ""Mick"" McGrath",M,24.0,175.0,70.0,Australia,AUS,1972 Summer,1972,Munich,Athletics,Triple Jump,
Haley Louise McGregor,F,25.0,160.0,46.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,"10,000 metres",
"Edward ""Ned"" McKendry",M,20.0,188.0,86.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 200 metres Freestyle Relay,
Michael Bruce McKenzie,M,21.0,184.0,74.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,"1,500 metres Freestyle",
"Susan Peta ""Sue"" McKenzie (-Harbottle)",F,17.0,167.0,67.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,100 metres Breaststroke,
"Susan Peta ""Sue"" McKenzie (-Harbottle)",F,17.0,167.0,67.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,200 metres Breaststroke,
David McKeon,M,20.0,195.0,85.0,Australia,AUS,2012 Summer,2012,London,Swimming,400 metres Freestyle,
David McKeon,M,20.0,195.0,85.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 200 metres Freestyle Relay,
David McKeon,M,24.0,195.0,85.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,200 metres Freestyle,
David McKeon,M,24.0,195.0,85.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,400 metres Freestyle,
David McKeon,M,24.0,195.0,85.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 200 metres Freestyle Relay,
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,200 metres Freestyle,Bronze
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 100 metres Freestyle Relay,Gold
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 200 metres Freestyle Relay,Silver
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,100 metres Butterfly,
Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 100 metres Medley Relay,Silver
