Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Joseph Letseka,M,27.0,170.0,76.0,Lesotho,LES,1980 Summer,1980,Moskva,Athletics,100 meters,
Manfred Letzerich,M,26.0,180.0,63.0,West Germany,FRG,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Manfred Letzerich,M,30.0,180.0,63.0,West Germany,FRG,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Leung Wing Kwong,M,22.0,179.0,68.0,Hong Kong,HKG,1988 Summer,1988,Seoul,Athletics,100 meters,
"Cameron ""Cam"" Levins",M,23.0,178.0,65.0,Canada,CAN,2012 Summer,2012,London,Athletics,"10,000 meters",
Pierre Lvisse,M,24.0,177.0,60.0,France,FRA,1976 Summer,1976,Montreal,Athletics,"10,000 meters",
Nancy Lewington,F,19.0,165.0,56.0,Canada,CAN,1960 Summer,1960,Roma,Athletics,100 meters,
"Frederick Carlton ""Carl"" Lewis",M,23.0,188.0,80.0,United States,USA,1984 Summer,1984,Los Angeles,Athletics,100 meters,Gold
"Frederick Carlton ""Carl"" Lewis",M,27.0,188.0,80.0,United States,USA,1988 Summer,1988,Seoul,Athletics,100 meters,Gold
"George Gregory Sebastian ""Georgie"" Lewis",M,31.0,173.0,64.0,Trinidad and Tobago,TTO,1948 Summer,1948,London,Athletics,100 meters,
"Gregory David ""Greg"" Lewis",M,21.0,177.0,76.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,100 meters,
Mark Anthony Lewis-Francis,M,21.0,183.0,89.0,Great Britain,GBR,2004 Summer,2004,Athina,Athletics,100 meters,
Li Ji,F,20.0,155.0,45.0,China,CHN,2000 Summer,2000,Sydney,Athletics,"10,000 meters",
Li Tao,M,20.0,175.0,61.0,China,CHN,1988 Summer,1988,Seoul,Athletics,100 meters,
Li Xuemei,F,23.0,171.0,61.0,China,CHN,2000 Summer,2000,Sydney,Athletics,100 meters,
Li Xuemei,F,27.0,171.0,61.0,China,CHN,2004 Summer,2004,Athina,Athletics,100 meters,
Silke Lichtenhagen,F,22.0,174.0,53.0,Germany,GER,1996 Summer,1996,Atlanta,Athletics,100 meters,
Zenon Licznerski,M,21.0,182.0,74.0,Poland,POL,1976 Summer,1976,Montreal,Athletics,100 meters,
Audrick Lightbourne,M,24.0,175.0,61.0,Bahamas,BAH,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Heikki Liimatainen,M,26.0,164.0,59.0,Finland,FIN,1920 Summer,1920,Antwerpen,Athletics,"10,000 meters",
Knut Andreas Lindberg,M,24.0,179.0,72.0,Sweden,SWE,1906 Summer,1906,Athina,Athletics,100 meters,
Knut Andreas Lindberg,M,26.0,179.0,72.0,Sweden,SWE,1908 Summer,1908,London,Athletics,100 meters,
Knut Andreas Lindberg,M,30.0,179.0,72.0,Sweden,SWE,1912 Summer,1912,Stockholm,Athletics,100 meters,
"Gerald Paul ""Gerry"" Lindgren",M,18.0,167.0,54.0,United States,USA,1964 Summer,1964,Tokyo,Athletics,"10,000 meters",
Jean-Gunnar Lindgren,M,22.0,184.0,64.0,Sweden,SWE,1928 Summer,1928,Amsterdam,Athletics,"10,000 meters",
Jean-Gunnar Lindgren,M,26.0,184.0,64.0,Sweden,SWE,1932 Summer,1932,Los Angeles,Athletics,"10,000 meters",
Erik Lennart Henry Lindgren,M,21.0,181.0,74.0,Sweden,SWE,1936 Summer,1936,Berlin,Athletics,100 meters,
Alois F. Linka,M,25.0,172.0,62.0,Czechoslovakia,TCH,1924 Summer,1924,Paris,Athletics,100 meters,
Donald Fithian Lippincott,M,18.0,178.0,72.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,100 meters,Bronze
Karel Lismont,M,23.0,168.0,62.0,Belgium,BEL,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Karel Lismont,M,27.0,168.0,62.0,Belgium,BEL,1976 Summer,1976,Montreal,Athletics,"10,000 meters",
Liu Shaomei,F,24.0,162.0,52.0,China,CHN,1988 Summer,1988,Seoul,Athletics,100 meters,
Andrew Lloyd,M,29.0,174.0,56.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
"John Edward ""Jack"" London",M,23.0,183.0,75.0,Great Britain,GBR,1928 Summer,1928,Amsterdam,Athletics,100 meters,Silver
Carlos Alberto de Sousa Lopes,M,25.0,167.0,55.0,Portugal,POR,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Carlos Alberto de Sousa Lopes,M,29.0,167.0,55.0,Portugal,POR,1976 Summer,1976,Montreal,Athletics,"10,000 meters",Silver
Lidiane Lopes,F,17.0,178.0,70.0,Cape Verde,CPV,2012 Summer,2012,London,Athletics,100 meters,
Lidiane Lopes,F,21.0,178.0,70.0,Cape Verde,CPV,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Juan Jacinto Lpez Testa,M,22.0,174.0,65.0,Uruguay,URU,1948 Summer,1948,London,Athletics,100 meters,
Ramn Lpez,M,21.0,173.0,61.0,Paraguay,PAR,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",
Ren Zacharie Alfred Lorain,M,20.0,175.0,68.0,France,FRA,1920 Summer,1920,Antwerpen,Athletics,100 meters,
Carlos Lorenzo Maueco,M,22.0,181.0,63.0,Mexico,MEX,1964 Summer,1964,Tokyo,Athletics,100 meters,
Tegla Loroupe Chepkite,F,21.0,156.0,40.0,Kenya,KEN,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Tegla Loroupe Chepkite,F,25.0,156.0,40.0,Kenya,KEN,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Tegla Loroupe Chepkite,F,29.0,156.0,40.0,Kenya,KEN,2000 Summer,2000,Sydney,Athletics,"10,000 meters",
Jri Lossman,M,29.0,169.0,69.0,Estonia,EST,1920 Summer,1920,Antwerpen,Athletics,"10,000 meters",
Robert Loua,M,19.0,177.0,80.0,Guinea,GUI,1988 Summer,1988,Seoul,Athletics,100 meters,
Robert Loua,M,27.0,177.0,80.0,Guinea,GUI,1996 Summer,1996,Atlanta,Athletics,100 meters,
Toivo Aarne Loukola,M,25.0,173.0,60.0,Finland,FIN,1928 Summer,1928,Amsterdam,Athletics,"10,000 meters",
Marie-France Loval,F,19.0,164.0,50.0,France,FRA,1984 Summer,1984,Los Angeles,Athletics,100 meters,
"Patricia Elaine ""Patty"" Loverock",F,23.0,173.0,59.0,Canada,CAN,1976 Summer,1976,Montreal,Athletics,100 meters,
"Patrick ""Paddy"" Lowry",M,23.0,180.0,67.0,Ireland,IRL,1960 Summer,1960,Roma,Athletics,100 meters,
Marijana Lubej,F,23.0,167.0,55.0,Yugoslavia,YUG,1968 Summer,1968,Mexico City,Athletics,100 meters,
Ralf Lbke,M,19.0,192.0,80.0,West Germany,FRG,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Nelson Lucas,M,21.0,182.0,68.0,Seychelles,SEY,2000 Summer,2000,Sydney,Athletics,100 meters,
"Franciscus Jacobus ""Frans"" Luitjes",M,20.0,183.0,72.0,Netherlands,NED,1964 Summer,1964,Tokyo,Athletics,100 meters,
David Lukuba,M,23.0,167.0,64.0,Tanzania,TAN,1980 Summer,1980,Moskva,Athletics,100 meters,
Oltion Luli,M,31.0,182.0,82.0,Albania,ALB,2000 Summer,2000,Sydney,Athletics,100 meters,
Fernando Lumain,M,22.0,183.0,76.0,Indonesia,INA,2012 Summer,2012,London,Athletics,100 meters,
Beatrice Lungu (-Cains),F,15.0,160.0,52.0,Zambia,ZAM,1972 Summer,1972,Munich,Athletics,100 meters,
Lng Tch Thin,M,24.0,165.0,62.0,Vietnam,VIE,2000 Summer,2000,Sydney,Athletics,100 meters,
Karl August Luther,M,26.0,179.0,64.0,Sweden,SWE,1912 Summer,1912,Stockholm,Athletics,100 meters,
Andrea Joan Caron Lynch (-Saunders),F,19.0,157.0,52.0,Great Britain,GBR,1972 Summer,1972,Munich,Athletics,100 meters,
Andrea Joan Caron Lynch (-Saunders),F,23.0,157.0,52.0,Great Britain,GBR,1976 Summer,1976,Montreal,Athletics,100 meters,
Kaarlo Hannes Maaninka,M,26.0,178.0,61.0,Finland,FIN,1980 Summer,1980,Moskva,Athletics,"10,000 meters",Silver
Kamiel Maase,M,32.0,191.0,70.0,Netherlands,NED,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Richard Mabuza,M,26.0,168.0,57.0,Swaziland,SWZ,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Maria Albertina Pinto Machado,F,26.0,168.0,56.0,Portugal,POR,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Josphat Machuka,M,22.0,160.0,55.0,Kenya,KEN,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Henry Maitland Macintosh,M,19.0,173.0,66.0,Great Britain,GBR,1912 Summer,1912,Stockholm,Athletics,100 meters,
Ian Mackie,M,21.0,185.0,80.0,Great Britain,GBR,1996 Summer,1996,Atlanta,Athletics,100 meters,
Nicolas Macrozonaris,M,20.0,181.0,73.0,Canada,CAN,2000 Summer,2000,Sydney,Athletics,100 meters,
Nicolas Macrozonaris,M,23.0,181.0,73.0,Canada,CAN,2004 Summer,2004,Athina,Athletics,100 meters,
Abdel Madjid Mada,M,27.0,162.0,50.0,Algeria,ALG,1980 Summer,1980,Moskva,Athletics,"10,000 meters",
Rex Montague Maddaford,M,21.0,170.0,64.0,New Zealand,NZL,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Tianna Madison-Bartoletta,F,26.0,168.0,58.0,United States,USA,2012 Summer,2012,London,Athletics,100 meters,
Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Ezio Madonia,M,22.0,175.0,70.0,Italy,ITA,1988 Summer,1988,Seoul,Athletics,100 meters,
Ezio Madonia,M,29.0,175.0,70.0,Italy,ITA,1996 Summer,1996,Atlanta,Athletics,100 meters,
Jennifer Madu,F,21.0,168.0,65.0,Nigeria,NGR,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Joice Maduaka,F,26.0,173.0,65.0,Great Britain,GBR,2000 Summer,2000,Sydney,Athletics,100 meters,
John Maeke,M,26.0,167.0,55.0,Solomon Islands,SOL,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
"Arthur Barrington ""Barry"" Magee",M,26.0,165.0,53.0,New Zealand,NZL,1960 Summer,1960,Roma,Athletics,"10,000 meters",
"Arthur Barrington ""Barry"" Magee",M,30.0,165.0,53.0,New Zealand,NZL,1964 Summer,1964,Tokyo,Athletics,"10,000 meters",
Jordan Mageo,F,19.0,172.0,68.0,American Samoa,ASA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Ragnar Karl Magnusson,M,26.0,176.0,60.0,Sweden,SWE,1928 Summer,1928,Amsterdam,Athletics,"10,000 meters",
John Verner Magnusson,M,29.0,168.0,59.0,Sweden,SWE,1920 Summer,1920,Antwerpen,Athletics,"10,000 meters",
Evan George Maguire,M,26.0,175.0,67.0,New Zealand,NZL,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Hugh Francis Maguire,M,24.0,173.0,57.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,"10,000 meters",
Hasan Mahboob Ali,M,26.0,178.0,69.0,Bahrain,BRN,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Hasan Mahboob Ali,M,30.0,178.0,69.0,Bahrain,BRN,2012 Summer,2012,London,Athletics,"10,000 meters",
Walter Mahlendorf,M,25.0,182.0,81.0,Germany,GER,1960 Summer,1960,Roma,Athletics,100 meters,
Atlee Anthony Mahorn,M,26.0,187.0,80.0,Canada,CAN,1992 Summer,1992,Barcelona,Athletics,100 meters,
John Mair,M,24.0,175.0,74.0,Jamaica,JAM,1988 Summer,1988,Seoul,Athletics,100 meters,
Benedict A. Majekodunmi,M,32.0,175.0,66.0,Nigeria,NGR,1972 Summer,1972,Munich,Athletics,100 meters,
Izumi Maki (-Yamaoka),F,23.0,161.0,44.0,Japan,JPN,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Dmitry Maksimov,M,23.0,174.0,57.0,Russia,RUS,2000 Summer,2000,Sydney,Athletics,"10,000 meters",
"Georges Dsir ""Go"" Malfait",M,27.0,169.0,60.0,France,FRA,1906 Summer,1906,Athina,Athletics,100 meters,
"Georges Dsir ""Go"" Malfait",M,29.0,169.0,60.0,France,FRA,1908 Summer,1908,London,Athletics,100 meters,
Jean-Yves Mallat,M,21.0,183.0,78.0,Lebanon,LIB,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Clifford Sibusiso Mamba,M,21.0,170.0,70.0,Swaziland,SWZ,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Fernando Eugnio Pacheco Mamede,M,31.0,174.0,58.0,Portugal,POR,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",
Bernard Manana,M,20.0,175.0,60.0,Papua New Guinea,PNG,1992 Summer,1992,Barcelona,Athletics,100 meters,
Stanley Mandebele,M,26.0,187.0,70.0,Zimbabwe,ZIM,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Vronique Mang,F,19.0,173.0,59.0,France,FRA,2004 Summer,2004,Athina,Athletics,100 meters,
Vronique Mang,F,27.0,173.0,59.0,France,FRA,2012 Summer,2012,London,Athletics,100 meters,
Jean-Baptiste Manhs,M,23.0,183.0,79.0,France,FRA,1920 Summer,1920,Antwerpen,Athletics,"10,000 meters",
Myriam Lonie Mani,F,23.0,166.0,55.0,Cameroon,CMR,1996 Summer,1996,Atlanta,Athletics,100 meters,
Myriam Lonie Mani,F,27.0,166.0,55.0,Cameroon,CMR,2000 Summer,2000,Sydney,Athletics,100 meters,
Myriam Lonie Mani,F,35.0,166.0,55.0,Cameroon,CMR,2008 Summer,2008,Beijing,Athletics,100 meters,
Wiesaw Jan Maniak,M,26.0,171.0,74.0,Poland,POL,1964 Summer,1964,Tokyo,Athletics,100 meters,
Wiesaw Jan Maniak,M,30.0,171.0,74.0,Poland,POL,1968 Summer,1968,Mexico City,Athletics,100 meters,
Francis Manioru,M,22.0,160.0,64.0,Solomon Islands,SOL,2004 Summer,2004,Athina,Athletics,100 meters,
Francis Manioru,M,26.0,160.0,64.0,Solomon Islands,SOL,2008 Summer,2008,Beijing,Athletics,100 meters,
"Dorothy Gladys Manley (-Hall, -Parlett)",F,21.0,165.0,51.0,Great Britain,GBR,1948 Summer,1948,London,Athletics,100 meters,Silver
Johanna Katriina Manninen,F,24.0,170.0,58.0,Finland,FIN,2004 Summer,2004,Athina,Athletics,100 meters,
Asenate Manoa,F,16.0,,46.0,Tuvalu,TUV,2008 Summer,2008,Beijing,Athletics,100 meters,
Asenate Manoa,F,20.0,,46.0,Tuvalu,TUV,2012 Summer,2012,London,Athletics,100 meters,
Muhammad Mansha,M,22.0,168.0,58.0,Pakistan,PAK,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Talal Mansour Bakhit Al-Rahim,M,24.0,180.0,73.0,Qatar,QAT,1988 Summer,1988,Seoul,Athletics,100 meters,
Talal Mansour Bakhit Al-Rahim,M,28.0,180.0,73.0,Qatar,QAT,1992 Summer,1992,Barcelona,Athletics,100 meters,
Suthi Manyakass,M,22.0,160.0,60.0,Thailand,THA,1960 Summer,1960,Roma,Athletics,100 meters,
Suthi Manyakass,M,26.0,160.0,60.0,Thailand,THA,1964 Summer,1964,Tokyo,Athletics,100 meters,
"Rodney John ""Rod"" Mapstone",M,26.0,176.0,76.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,100 meters,
Katura Marae,F,14.0,160.0,53.0,Vanuatu,VAN,2004 Summer,2004,Athina,Athletics,100 meters,
Robert Henri Marchal,M,22.0,160.0,50.0,France,FRA,1924 Summer,1924,Paris,Athletics,"10,000 meters",
Robert Henri Marchal,M,26.0,160.0,50.0,France,FRA,1928 Summer,1928,Amsterdam,Athletics,"10,000 meters",
Lanni Marchant,F,32.0,155.0,48.0,Canada,CAN,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
Albert Marie,M,27.0,184.0,66.0,Seychelles,SEY,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",
Bruno Marie-Rose,M,19.0,193.0,83.0,France,FRA,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Margit Mark-Nemeshzi,F,20.0,163.0,54.0,Hungary,HUN,1964 Summer,1964,Tokyo,Athletics,100 meters,
Margit Mark-Nemeshzi,F,24.0,163.0,54.0,Hungary,HUN,1968 Summer,1968,Mexico City,Athletics,100 meters,
Anninos Markoullidis,M,25.0,188.0,78.0,Cyprus,CYP,1996 Summer,1996,Atlanta,Athletics,100 meters,
Anninos Markoullidis,M,29.0,188.0,78.0,Cyprus,CYP,2000 Summer,2000,Sydney,Athletics,100 meters,
Vivi Markussen,F,20.0,166.0,52.0,Denmark,DEN,1960 Summer,1960,Roma,Athletics,100 meters,
Deolinda Fernanda da Silva Marques,F,26.0,163.0,50.0,Portugal,POR,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
"Michael Lawrence ""Mike"" Marsh",M,28.0,178.0,75.0,United States,USA,1996 Summer,1996,Atlanta,Athletics,100 meters,
Eamonn Thomas Martin,M,29.0,183.0,67.0,Great Britain,GBR,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Eamonn Thomas Martin,M,33.0,183.0,67.0,Great Britain,GBR,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
"Frederick George ""Fred"" Martin",M,17.0,181.0,76.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Leodigard Martin,M,19.0,156.0,54.0,Tanzania,TAN,1980 Summer,1980,Moskva,Athletics,"10,000 meters",
Churandy Thomas Martina,M,20.0,180.0,76.0,Netherlands Antilles,AHO,2004 Summer,2004,Athina,Athletics,100 meters,
Churandy Thomas Martina,M,24.0,180.0,76.0,Netherlands Antilles,AHO,2008 Summer,2008,Beijing,Athletics,100 meters,
Churandy Thomas Martina,M,28.0,180.0,76.0,Netherlands,NED,2012 Summer,2012,London,Athletics,100 meters,
Churandy Thomas Martina,M,32.0,180.0,76.0,Netherlands,NED,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Jos Manuel Martnez Fernndez,M,32.0,176.0,62.0,Spain,ESP,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Juan Maximo Martnez,M,21.0,165.0,53.0,Mexico,MEX,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Juan Maximo Martnez,M,25.0,165.0,53.0,Mexico,MEX,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Kaina Darina Martnez,F,26.0,157.0,59.0,Belize,BIZ,2012 Summer,2012,London,Athletics,100 meters,
"Antonio ""Tony"" Martins-Bordelo",M,28.0,169.0,58.0,France,FRA,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Faraj Abdullah Saad Marzouk,M,,175.0,70.0,Qatar,QAT,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Moses Ndiema Masai,M,22.0,168.0,54.0,Kenya,KEN,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Moses Ndiema Masai,M,26.0,168.0,54.0,Kenya,KEN,2012 Summer,2012,London,Athletics,"10,000 meters",
Jarbas Mascarenhas Jnior,M,23.0,185.0,80.0,Brazil,BRA,2004 Summer,2004,Athina,Athletics,100 meters,
Darya Maslova,F,21.0,165.0,44.0,Kyrgyzstan,KGZ,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
Wohib Masresha,M,22.0,173.0,53.0,Ethiopia,ETH,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Wohib Masresha,M,26.0,173.0,53.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Alifu Albert Massaquoi,M,31.0,172.0,68.0,Sierra Leone,SLE,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Marisa Masullo,F,21.0,170.0,60.0,Italy,ITA,1980 Summer,1980,Moskva,Athletics,100 meters,
Marisa Masullo,F,29.0,170.0,60.0,Italy,ITA,1988 Summer,1988,Seoul,Athletics,100 meters,
Flix Mata,M,21.0,180.0,77.0,Venezuela,VEN,1972 Summer,1972,Munich,Athletics,100 meters,
Martin Irungu Mathathi,M,22.0,165.0,49.0,Kenya,KEN,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Marlene Judith Mathews-Willard (-O'Shea),F,22.0,170.0,64.0,Australia,AUS,1956 Summer,1956,Melbourne,Athletics,100 meters,Bronze
Marlene Judith Mathews-Willard (-O'Shea),F,26.0,170.0,64.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,100 meters,
Kalle Aukusti Matilainen,M,28.0,167.0,58.0,Finland,FIN,1928 Summer,1928,Amsterdam,Athletics,"10,000 meters",
Moustafa Matola,M,23.0,163.0,55.0,Malawi,MAW,1972 Summer,1972,Munich,Athletics,100 meters,
Jaroslav Matouek,M,21.0,182.0,72.0,Czechoslovakia,TCH,1972 Summer,1972,Munich,Athletics,100 meters,
Takayuki Matsumiya,M,28.0,163.0,49.0,Japan,JPN,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Akemi Matsuno,F,20.0,148.0,35.0,Japan,JPN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Sven Matthes,M,19.0,186.0,77.0,East Germany,GDR,1988 Summer,1988,Seoul,Athletics,100 meters,
Brenda Patricia Matthews,F,23.0,170.0,62.0,New Zealand,NZL,1972 Summer,1972,Munich,Athletics,100 meters,
Lyudmila Mikhaylovna Matveyeva,F,31.0,164.0,49.0,Soviet Union,URS,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Lyudmila Mikhaylovna Matveyeva,F,35.0,164.0,49.0,Unified Team,EUN,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
"William Wyman ""Willie"" May",M,21.0,175.0,73.0,United States,USA,1908 Summer,1908,London,Athletics,100 meters,
Myra Mayberry-Wilkinson,F,27.0,170.0,58.0,Puerto Rico,PUR,1992 Summer,1992,Barcelona,Athletics,100 meters,
Myra Mayberry-Wilkinson,F,31.0,170.0,58.0,Puerto Rico,PUR,1996 Summer,1996,Atlanta,Athletics,100 meters,
Natasha Laren Mayers,F,21.0,168.0,69.0,Saint Vincent and the Grenadines,VIN,2000 Summer,2000,Sydney,Athletics,100 meters,
Natasha Laren Mayers,F,25.0,168.0,69.0,Saint Vincent and the Grenadines,VIN,2004 Summer,2004,Athina,Athletics,100 meters,
Freddy Santiago Mayola Fernndez,M,22.0,176.0,74.0,Cuba,CUB,2000 Summer,2000,Sydney,Athletics,100 meters,
Karin Mayr-Krifka (-Knoll-),F,29.0,179.0,69.0,Austria,AUT,2000 Summer,2000,Sydney,Athletics,100 meters,
Karin Mayr-Krifka (-Knoll-),F,33.0,179.0,69.0,Austria,AUT,2004 Summer,2004,Athina,Athletics,100 meters,
Ral Giraldo Mazorra Zamora,M,19.0,173.0,68.0,Cuba,CUB,1948 Summer,1948,London,Athletics,100 meters,
Ral Giraldo Mazorra Zamora,M,23.0,173.0,68.0,Cuba,CUB,1952 Summer,1952,Helsinki,Athletics,100 meters,
Amadou M'Bagnick M'Baye,M,24.0,188.0,75.0,Senegal,SEN,1988 Summer,1988,Seoul,Athletics,100 meters,
Martial Mbandjock,M,22.0,187.0,84.0,France,FRA,2008 Summer,2008,Beijing,Athletics,100 meters,
Charles Mbazira,M,26.0,167.0,60.0,Uganda,UGA,1984 Summer,1984,Los Angeles,Athletics,100 meters,
"Robert Francis ""Bob"" McAllister",M,28.0,170.0,71.0,United States,USA,1928 Summer,1928,Amsterdam,Athletics,100 meters,
Paul McCloy,M,24.0,187.0,70.0,Canada,CAN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
"Elizabeth ""Liz"" McColgan (Lynch-, -Nuttall)",F,24.0,170.0,45.0,Great Britain,GBR,1988 Summer,1988,Seoul,Athletics,"10,000 meters",Silver
"Elizabeth ""Liz"" McColgan (Lynch-, -Nuttall)",F,28.0,170.0,45.0,Great Britain,GBR,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Alastair McCorquodale,M,22.0,183.0,78.0,Great Britain,GBR,1948 Summer,1948,London,Athletics,100 meters,
"Raymond Christopher ""Chris"" McCubbins",M,30.0,183.0,69.0,Canada,CAN,1976 Summer,1976,Montreal,Athletics,"10,000 meters",
Beverly McDonald (-Stewart),F,26.0,169.0,59.0,Jamaica,JAM,1996 Summer,1996,Atlanta,Athletics,100 meters,
Beverly McDonald (-Stewart),F,30.0,169.0,59.0,Jamaica,JAM,2000 Summer,2000,Sydney,Athletics,100 meters,
"James Donald ""Don"" McFarlane",M,21.0,173.0,68.0,Canada,CAN,1952 Summer,1952,Helsinki,Athletics,100 meters,
"Michael Anthony ""Mike"" McFarlane",M,24.0,178.0,74.0,Great Britain,GBR,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Haley Louise McGregor,F,25.0,160.0,46.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Edith Marie McGuire (-Duvall),F,20.0,173.0,59.0,United States,USA,1964 Summer,1964,Tokyo,Athletics,100 meters,Silver
Avis McIntosh (-Brain),F,26.0,166.0,57.0,New Zealand,NZL,1964 Summer,1964,Tokyo,Athletics,100 meters,
"Herbert Henry ""Herb"" McKenley",M,30.0,185.0,72.0,Jamaica,JAM,1952 Summer,1952,Helsinki,Athletics,100 meters,Silver
Eleanor McKenzie (-Miller),F,21.0,170.0,62.0,Canada,CAN,1952 Summer,1952,Helsinki,Athletics,100 meters,
Gordon Edmund McKenzie,M,29.0,172.0,61.0,United States,USA,1956 Summer,1956,Melbourne,Athletics,"10,000 meters",
Catherina McKiernan,F,26.0,165.0,48.0,Ireland,IRL,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
"Michael James ""Mike"" McLeod",M,28.0,180.0,63.0,Great Britain,GBR,1980 Summer,1980,Moskva,Athletics,"10,000 meters",
"Michael James ""Mike"" McLeod",M,32.0,180.0,63.0,Great Britain,GBR,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",Silver
"Michael James ""Mike"" McLeod",M,36.0,180.0,63.0,Great Britain,GBR,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Marie McMahon-Davenport,F,29.0,165.0,52.0,Ireland,IRL,2004 Summer,2004,Athina,Athletics,"10,000 meters",
"Andrew Emlyn ""Drew"" McMaster",M,23.0,166.0,68.0,Great Britain,GBR,1980 Summer,1980,Moskva,Athletics,100 meters,
Christine Maree McMiken,F,25.0,165.0,47.0,New Zealand,NZL,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Pablo S. McNeil,M,25.0,180.0,75.0,Jamaica,JAM,1964 Summer,1964,Tokyo,Athletics,100 meters,
Pablo S. McNeil,M,29.0,180.0,75.0,Jamaica,JAM,1968 Summer,1968,Mexico City,Athletics,100 meters,
David McNeill,M,29.0,175.0,53.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
"Howard McLeod ""Howie"" McPhee",M,20.0,178.0,73.0,Canada,CAN,1936 Summer,1936,Berlin,Athletics,100 meters,
Aileen Aletha Meagher,F,25.0,168.0,55.0,Canada,CAN,1936 Summer,1936,Berlin,Athletics,100 meters,
"Alfred F. ""Alf"" Meakin",M,26.0,176.0,77.0,Great Britain,GBR,1964 Summer,1964,Tokyo,Athletics,100 meters,
Meas Kheng,F,26.0,153.0,48.0,Cambodia,CAM,1972 Summer,1972,Munich,Athletics,100 meters,
Lajos Mecser,M,26.0,176.0,69.0,Hungary,HUN,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Teklemariam Medhin Weldeslassie,M,19.0,184.0,65.0,Eritrea,ERI,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
